1 11.1239 12.1698 11.1953 11.3478 11.2793 11.4562 11.3415 11.8101 11.8127 11.4273 
3 11.9534 11.912 11.4684 11.2584 10.8143 11.1192 10.883 11.1942 11.1609 11.2953 
7 11.1131 10.9142 10.8174 10.7804 11.1567 11.2919 11.4037 11.2452 11.2099 11.3174 
15 11.2945 11.2072 11.3065 11.3227 11.3728 11.3622 11.2058 11.3407 11.3773 11.8701 
31 11.5391 11.2918 11.3399 11.3424 11.3211 11.554 11.3636 10.9937 11.0334 11.1424 
63 11.0654 11.1764 11.3414 11.2624 11.1005 11.1415 11.0766 11.1486 11.0846 11.275 
127 10.8653 10.6119 10.6538 10.905 10.7815 10.7944 10.6739 10.6003 10.6178 10.7463 
255 10.4661 10.371 10.4445 10.5142 10.4873 10.4652 10.4666 10.4666 10.5367 10.361 
