1 0.08867 0.0891555 0.0865525 0.0915427 0.0877851 0.0900134 0.0905064 0.0866611 0.0868435 0.0874554 
3 0.0899428 0.0821627 0.0806906 0.0829385 0.0854577 0.0846051 0.087207 0.0835674 0.0864717 0.0852106 
7 0.0849974 0.0842599 0.0857158 0.0995608 0.0951378 0.0878146 0.0861158 0.0827248 0.0830135 0.0844226 
15 0.0842394 0.0851016 0.0835431 0.0934681 0.0827025 0.0826498 0.0823439 0.0829084 0.0825304 0.0867553 
31 0.0891231 0.0864266 0.0862072 0.0846086 0.0860959 0.0895026 0.0889954 0.0851066 0.0849765 0.0860965 
63 0.0897539 0.0861519 0.0875771 0.0902744 0.0895114 0.0893593 0.0872767 0.0896968 0.0862724 0.0885902 
127 0.0888295 0.0878655 0.0858039 0.0862059 0.0888016 0.0908048 0.0897023 0.0934373 0.0936371 0.0951389 
255 0.0954339 0.0942936 0.0984434 0.0888346 0.0873837 0.0898452 0.0891184 0.101664 0.0870908 0.0969649 
